# Groupings of all ligands that may be found in the BioLiP structural database
# The 4 nucleic acids entries ("NUCACID_") include: NUCDNA, NUCDNAB, NUCRNA, NUCRNAB
# The 2 DNA entries ("DNA_") include: NUCDNA, NUCDNAB
# The 2 RNA entries ("RNA_") include: NUCRNA, NUCRNAB
# All 204 ion entries ("ION_") were extracted from wwPDB's Chemical Component Dictionary (http://www.wwpdb.org/data/ccd),
# All 8428 drug entries ("DRUGLIKE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to drug SMILES strings obtained from DrugBank (https://www.drugbank.ca/releases/latest)
# All 4070 metabolite entries ("METABOLITE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to *endogenous metabolite* SMILES strings from the Human Metabolome Database
#  (http://www.hmdb.ca/system/downloads/current/hmdb_metabolites.zip)
# LAST UPDATED: September 26, 2018
#group_name	original_ligand_mmCIF_identifier
METABOLITE_	MC9
METABOLITE_	MCA
METABOLITE_	MCB
METABOLITE_	MCD
METABOLITE_	MCG
METABOLITE_	MCH
METABOLITE_	MCJ
METABOLITE_	MCK
METABOLITE_	MCP
METABOLITE_	MCT
METABOLITE_	MCW
METABOLITE_	MCY
METABOLITE_	MD0
METABOLITE_	MDA
METABOLITE_	MDD
METABOLITE_	MDM
METABOLITE_	MDQ
METABOLITE_	MDU
METABOLITE_	MDX
METABOLITE_	ME6
METABOLITE_	MED
METABOLITE_	MEE
METABOLITE_	MEF
METABOLITE_	MEG
METABOLITE_	MET
METABOLITE_	MEV
METABOLITE_	MEZ
METABOLITE_	MFA
METABOLITE_	MFB
METABOLITE_	MFK
METABOLITE_	MFT
METABOLITE_	MFU
METABOLITE_	MFW
METABOLITE_	MG1
METABOLITE_	MG7
METABOLITE_	MG8
METABOLITE_	MGA
METABOLITE_	MGC
METABOLITE_	MGD
METABOLITE_	MGE
METABOLITE_	MGL
METABOLITE_	MGN
METABOLITE_	MGP
METABOLITE_	MGU
METABOLITE_	MGX
METABOLITE_	MGY
METABOLITE_	MH1
METABOLITE_	MH9
METABOLITE_	MHE
METABOLITE_	MHF
METABOLITE_	MHI
METABOLITE_	MHM
METABOLITE_	MHN
METABOLITE_	MHO
METABOLITE_	MHS
METABOLITE_	MHW
METABOLITE_	MIC
METABOLITE_	MIP
METABOLITE_	MIR
METABOLITE_	MIS
METABOLITE_	MJC
METABOLITE_	MJZ
METABOLITE_	MK8
METABOLITE_	MKD
METABOLITE_	MKU
METABOLITE_	ML1
METABOLITE_	MLA
METABOLITE_	MLB
METABOLITE_	MLC
METABOLITE_	MLI
METABOLITE_	MLR
METABOLITE_	MLT
METABOLITE_	MLY
METABOLITE_	MLZ
METABOLITE_	MMA
METABOLITE_	MMF
METABOLITE_	MML
METABOLITE_	MMO
METABOLITE_	MMU
METABOLITE_	MN0
METABOLITE_	MNA
METABOLITE_	MOA
METABOLITE_	MOF
METABOLITE_	MOH
METABOLITE_	MOI
METABOLITE_	MOO
METABOLITE_	MOP
METABOLITE_	MP3
METABOLITE_	MP8
METABOLITE_	MPB
METABOLITE_	MPP
METABOLITE_	MPU
METABOLITE_	MPZ
METABOLITE_	MQ7
METABOLITE_	MQ8
METABOLITE_	MQ9
METABOLITE_	MQD
METABOLITE_	MQE
METABOLITE_	MR8
METABOLITE_	MRI
METABOLITE_	MRP
METABOLITE_	MRR
METABOLITE_	MRS
METABOLITE_	MRU
METABOLITE_	MRY
METABOLITE_	MSE
METABOLITE_	MSL
METABOLITE_	MSM
METABOLITE_	MSU
METABOLITE_	MT2
METABOLITE_	MTA
METABOLITE_	MTK
METABOLITE_	MTL
METABOLITE_	MTP
METABOLITE_	MTT
METABOLITE_	MTU
METABOLITE_	MTY
METABOLITE_	MUA
METABOLITE_	MUB
METABOLITE_	MV2
METABOLITE_	MVC
METABOLITE_	MVD
METABOLITE_	MVH
METABOLITE_	MX7
METABOLITE_	MXY
METABOLITE_	MXZ
METABOLITE_	MY6
METABOLITE_	MYA
METABOLITE_	MYC
METABOLITE_	MYF
METABOLITE_	MYG
METABOLITE_	MYI
METABOLITE_	MYK
METABOLITE_	MYR
METABOLITE_	MYS
METABOLITE_	MYU
METABOLITE_	MYY
METABOLITE_	MYZ
METABOLITE_	N01
METABOLITE_	N1C
METABOLITE_	N1L
METABOLITE_	N2P
METABOLITE_	N33
METABOLITE_	N4B
METABOLITE_	N4P
METABOLITE_	N6C
METABOLITE_	N6G
METABOLITE_	N6M
METABOLITE_	N7H
METABOLITE_	N7I
METABOLITE_	N81
METABOLITE_	N8C
METABOLITE_	N9S
METABOLITE_	NA0
METABOLITE_	NA1
METABOLITE_	NA7
METABOLITE_	NAA
METABOLITE_	NAC
METABOLITE_	NAD
METABOLITE_	NAG
METABOLITE_	NAH
METABOLITE_	NAI
METABOLITE_	NAJ
METABOLITE_	NAN
METABOLITE_	NAP
METABOLITE_	NAR
METABOLITE_	NBC
METABOLITE_	NBP
METABOLITE_	NC
METABOLITE_	NCA
METABOLITE_	NCC
METABOLITE_	NCD
METABOLITE_	NCM
METABOLITE_	NCN
METABOLITE_	NCT
METABOLITE_	ND3
METABOLITE_	NDA
METABOLITE_	NDG
METABOLITE_	NDP
METABOLITE_	NDR
METABOLITE_	NDV
METABOLITE_	NEA
METABOLITE_	NED
METABOLITE_	NEH
METABOLITE_	NEM
METABOLITE_	NEO
METABOLITE_	NER
METABOLITE_	NET
METABOLITE_	NEU
METABOLITE_	NEV
METABOLITE_	NEX
METABOLITE_	NFD
METABOLITE_	NFK
METABOLITE_	NG1
METABOLITE_	NG6
METABOLITE_	NGA
METABOLITE_	NGC
METABOLITE_	NGE
METABOLITE_	NGK
METABOLITE_	NGL
METABOLITE_	NGR
METABOLITE_	NGS
METABOLITE_	NGY
METABOLITE_	NGZ
METABOLITE_	NHM
METABOLITE_	NHQ
METABOLITE_	NHW
METABOLITE_	NIG
METABOLITE_	NIO
METABOLITE_	NIV
METABOLITE_	NIX
METABOLITE_	NIY
METABOLITE_	NJP
METABOLITE_	NKN
METABOLITE_	NKO
METABOLITE_	NKP
METABOLITE_	NKQ
METABOLITE_	NKR
METABOLITE_	NLA
METABOLITE_	NLC
METABOLITE_	NLE
METABOLITE_	NLG
METABOLITE_	NLQ
METABOLITE_	NLT
METABOLITE_	NLX
METABOLITE_	NM2
METABOLITE_	NM6
METABOLITE_	NME
METABOLITE_	NMG
METABOLITE_	NMM
METABOLITE_	NMN
METABOLITE_	NMO
METABOLITE_	NMX
METABOLITE_	NNR
METABOLITE_	NNS
METABOLITE_	NO
METABOLITE_	NO2
METABOLITE_	NO3
METABOLITE_	NOA
METABOLITE_	NOD
METABOLITE_	NOG
METABOLITE_	NOH
METABOLITE_	NON
METABOLITE_	NOS
METABOLITE_	NPD
METABOLITE_	NPI
METABOLITE_	NPO
METABOLITE_	NPQ
METABOLITE_	NPR
METABOLITE_	NPS
METABOLITE_	NPU
METABOLITE_	NPX
METABOLITE_	NPY
METABOLITE_	NRA
METABOLITE_	NRH
METABOLITE_	NS0
METABOLITE_	NS1
METABOLITE_	NS5
METABOLITE_	NSD
METABOLITE_	NSK
METABOLITE_	NTA
METABOLITE_	NTB
METABOLITE_	NTH
METABOLITE_	NTM
METABOLITE_	NUP
METABOLITE_	NV1
METABOLITE_	NVA
METABOLITE_	NVP
METABOLITE_	NXX
METABOLITE_	NYT
METABOLITE_	O1C
METABOLITE_	O2
METABOLITE_	O2C
METABOLITE_	O2G
METABOLITE_	O2T
METABOLITE_	O7E
METABOLITE_	O7M
METABOLITE_	O8N
METABOLITE_	OAA
METABOLITE_	OAC
METABOLITE_	OAD
METABOLITE_	OAE
METABOLITE_	OAH
METABOLITE_	OAS
METABOLITE_	OBE
METABOLITE_	OBN
METABOLITE_	OC9
METABOLITE_	OCA
METABOLITE_	OCB
METABOLITE_	OCD
METABOLITE_	OCE
METABOLITE_	OCR
METABOLITE_	OCS
METABOLITE_	OCT
METABOLITE_	OCX
METABOLITE_	ODD
METABOLITE_	ODI
METABOLITE_	ODT
METABOLITE_	OHA
METABOLITE_	OHP
METABOLITE_	OHT
METABOLITE_	OHU
METABOLITE_	OI7
METABOLITE_	OIL
METABOLITE_	OIN
METABOLITE_	OIP
METABOLITE_	OKA
METABOLITE_	OLA
METABOLITE_	OLB
METABOLITE_	OLC
METABOLITE_	OLE
METABOLITE_	OLI
METABOLITE_	OLN
METABOLITE_	OMA
METABOLITE_	OMB
METABOLITE_	OMC
METABOLITE_	OMD
METABOLITE_	OME
METABOLITE_	OMG
METABOLITE_	OMH
METABOLITE_	OMP
METABOLITE_	OMR
METABOLITE_	OMT
METABOLITE_	OMU
METABOLITE_	ONX
METABOLITE_	OOA
METABOLITE_	OOB
METABOLITE_	OOG
METABOLITE_	OP1
METABOLITE_	OPC
METABOLITE_	OPD
METABOLITE_	OPE
METABOLITE_	OPM
METABOLITE_	OR5
METABOLITE_	ORD
METABOLITE_	ORN
METABOLITE_	ORO
METABOLITE_	ORP
METABOLITE_	ORQ
METABOLITE_	OSF
METABOLITE_	OSU
METABOLITE_	OTB
METABOLITE_	OTP
METABOLITE_	OTR
METABOLITE_	OTS
METABOLITE_	OTT
METABOLITE_	OTU
METABOLITE_	OTY
METABOLITE_	OUT
METABOLITE_	OVE
METABOLITE_	OXD
METABOLITE_	OXK
METABOLITE_	OXL
METABOLITE_	OXR
METABOLITE_	OXS
METABOLITE_	OXY
METABOLITE_	OYA
METABOLITE_	OYL
METABOLITE_	OZ2
METABOLITE_	P0A
METABOLITE_	P0E
METABOLITE_	P0P
METABOLITE_	P1A
METABOLITE_	P1O
METABOLITE_	P1R
METABOLITE_	P2D
METABOLITE_	P2E
METABOLITE_	P2U
METABOLITE_	P2Z
METABOLITE_	P3A
METABOLITE_	P3M
METABOLITE_	P50
METABOLITE_	P5M
METABOLITE_	P5P
METABOLITE_	P5S
METABOLITE_	P6F
METABOLITE_	P6L
METABOLITE_	P6P
METABOLITE_	P6T
METABOLITE_	P77
METABOLITE_	P7I
METABOLITE_	P9N
METABOLITE_	PA1
METABOLITE_	PA3
METABOLITE_	PA4
METABOLITE_	PA5
METABOLITE_	PA6
METABOLITE_	PA8
METABOLITE_	PAB
METABOLITE_	PAC
METABOLITE_	PAE
METABOLITE_	PAF
METABOLITE_	PAG
METABOLITE_	PAJ
METABOLITE_	PAM
METABOLITE_	PAP
METABOLITE_	PAS
METABOLITE_	PAV
METABOLITE_	PAW
METABOLITE_	PAY
METABOLITE_	PAZ
METABOLITE_	PB
METABOLITE_	PBE
METABOLITE_	PBG
METABOLITE_	PBK
METABOLITE_	PBS
METABOLITE_	PBU
METABOLITE_	PC
METABOLITE_	PC1
METABOLITE_	PC2
METABOLITE_	PC6
METABOLITE_	PC7
METABOLITE_	PC8
METABOLITE_	PC9
METABOLITE_	PCA
METABOLITE_	PCC
METABOLITE_	PCF
METABOLITE_	PCG
METABOLITE_	PCK
METABOLITE_	PCP
METABOLITE_	PCR
METABOLITE_	PCW
METABOLITE_	PD7
METABOLITE_	PDT
METABOLITE_	PDU
METABOLITE_	PE0
METABOLITE_	PE9
METABOLITE_	PEA
METABOLITE_	PEE
METABOLITE_	PEF
METABOLITE_	PEG
METABOLITE_	PEH
METABOLITE_	PEI
METABOLITE_	PEK
METABOLITE_	PEL
METABOLITE_	PEO
METABOLITE_	PEP
METABOLITE_	PEQ
METABOLITE_	PER
METABOLITE_	PEV
METABOLITE_	PEW
METABOLITE_	PEX
METABOLITE_	PEY
METABOLITE_	PFL
METABOLITE_	PFS
METABOLITE_	PG2
METABOLITE_	PG8
METABOLITE_	PG9
METABOLITE_	PGA
METABOLITE_	PGK
METABOLITE_	PGM
METABOLITE_	PGN
METABOLITE_	PGO
METABOLITE_	PGP
METABOLITE_	PGQ
METABOLITE_	PGR
METABOLITE_	PGT
METABOLITE_	PGV
METABOLITE_	PGW
METABOLITE_	PGX
METABOLITE_	PGY
METABOLITE_	PHB
METABOLITE_	PHD
METABOLITE_	PHS
METABOLITE_	PHT
METABOLITE_	PI
METABOLITE_	PIB
METABOLITE_	PIE
METABOLITE_	PIF
METABOLITE_	PII
METABOLITE_	PIK
METABOLITE_	PIO
METABOLITE_	PIT
METABOLITE_	PIV
METABOLITE_	PIZ
METABOLITE_	PJ2
METABOLITE_	PKR
METABOLITE_	PKZ
METABOLITE_	PL3
METABOLITE_	PL9
METABOLITE_	PLC
METABOLITE_	PLD
METABOLITE_	PLM
METABOLITE_	PLO
METABOLITE_	PLP
METABOLITE_	PLQ
METABOLITE_	PLR
METABOLITE_	PLY
METABOLITE_	PML
METABOLITE_	PMP
METABOLITE_	PMR
METABOLITE_	PMV
METABOLITE_	PN1
METABOLITE_	PN7
METABOLITE_	PNH
METABOLITE_	PNK
METABOLITE_	PNL
METABOLITE_	PNM
METABOLITE_	PNN
METABOLITE_	PNS
METABOLITE_	PNY
METABOLITE_	PO0
METABOLITE_	PO3
METABOLITE_	PO4
METABOLITE_	POC
METABOLITE_	POD
METABOLITE_	POG
METABOLITE_	POL
METABOLITE_	POP
METABOLITE_	POQ
METABOLITE_	POV
METABOLITE_	PPI
METABOLITE_	PPP
METABOLITE_	PPS
METABOLITE_	PPT
METABOLITE_	PPV
METABOLITE_	PPY
METABOLITE_	PQ9
METABOLITE_	PQN
METABOLITE_	PQQ
METABOLITE_	PR5
METABOLITE_	PRE
METABOLITE_	PRF
METABOLITE_	PRK
METABOLITE_	PRN
METABOLITE_	PRO
METABOLITE_	PRP
METABOLITE_	PRU
METABOLITE_	PRX
METABOLITE_	PRZ
METABOLITE_	PS1
METABOLITE_	PS2
METABOLITE_	PS6
METABOLITE_	PS7
METABOLITE_	PSC
METABOLITE_	PSF
METABOLITE_	PSJ
METABOLITE_	PSU
METABOLITE_	PSV
METABOLITE_	PT5
METABOLITE_	PTD
METABOLITE_	PTF
METABOLITE_	PTG
METABOLITE_	PTJ
METABOLITE_	PTL
METABOLITE_	PTM
METABOLITE_	PTO
METABOLITE_	PTP
METABOLITE_	PTR
METABOLITE_	PTY
METABOLITE_	PUB
METABOLITE_	PUD
METABOLITE_	PUF
METABOLITE_	PUK
METABOLITE_	PUN
METABOLITE_	PUP
METABOLITE_	PUR
METABOLITE_	PUT
METABOLITE_	PVL
METABOLITE_	PVO
METABOLITE_	PX2
METABOLITE_	PX4
METABOLITE_	PX6
METABOLITE_	PX8
METABOLITE_	PXL
METABOLITE_	PXM
METABOLITE_	PXP
METABOLITE_	PXS
METABOLITE_	PYC
METABOLITE_	PYG
METABOLITE_	PYO
METABOLITE_	PYR
METABOLITE_	PZU
METABOLITE_	Q6Z
METABOLITE_	Q97
METABOLITE_	Q9C
METABOLITE_	QAP
METABOLITE_	QCT
METABOLITE_	QDK
METABOLITE_	QDM
METABOLITE_	QDN
METABOLITE_	QEH
METABOLITE_	QFH
METABOLITE_	QI9
METABOLITE_	QIC
METABOLITE_	QNC
METABOLITE_	QND
METABOLITE_	QPH
METABOLITE_	QQY
METABOLITE_	QRL
METABOLITE_	QRP
METABOLITE_	QSC
METABOLITE_	QSO
METABOLITE_	QUE
METABOLITE_	QUH
METABOLITE_	QZQ
METABOLITE_	R10
METABOLITE_	R12
METABOLITE_	R16
METABOLITE_	R1P
METABOLITE_	R1X
METABOLITE_	R35
METABOLITE_	R38
METABOLITE_	R3S
METABOLITE_	R3W
METABOLITE_	R3X
METABOLITE_	R4G
METABOLITE_	R51
METABOLITE_	R52
METABOLITE_	R59
METABOLITE_	R5P
METABOLITE_	R9T
METABOLITE_	RA2
METABOLITE_	RAA
METABOLITE_	RAB
METABOLITE_	RAD
METABOLITE_	RAE
METABOLITE_	RAF
METABOLITE_	RAM
METABOLITE_	RAO
METABOLITE_	RAP
METABOLITE_	RAT
METABOLITE_	RAW
METABOLITE_	RB0
METABOLITE_	RB3
METABOLITE_	RB5
METABOLITE_	RBE
METABOLITE_	RBL
METABOLITE_	RBZ
METABOLITE_	RCE
METABOLITE_	RCL
METABOLITE_	RCO
METABOLITE_	RDP
METABOLITE_	RE
METABOLITE_	RE2
METABOLITE_	REA
METABOLITE_	RED
METABOLITE_	REF
METABOLITE_	REL
METABOLITE_	REN
METABOLITE_	RET
METABOLITE_	REY
METABOLITE_	REZ
METABOLITE_	RFC
METABOLITE_	RFL
METABOLITE_	RFX
METABOLITE_	RGG
METABOLITE_	RGP
METABOLITE_	RGZ
METABOLITE_	RHA
METABOLITE_	RHB
METABOLITE_	RHN
METABOLITE_	RI2
METABOLITE_	RIB
METABOLITE_	RIC
METABOLITE_	RIM
METABOLITE_	RIP
METABOLITE_	RIT
METABOLITE_	RM4
METABOLITE_	RMB
METABOLITE_	RMN
METABOLITE_	RMP
METABOLITE_	RNS
METABOLITE_	RNT
METABOLITE_	ROA
METABOLITE_	ROF
METABOLITE_	RON
METABOLITE_	ROR
METABOLITE_	ROX
METABOLITE_	RP3
METABOLITE_	RP5
METABOLITE_	RPC
METABOLITE_	RPI
METABOLITE_	RRX
METABOLITE_	RSE
METABOLITE_	RSH
METABOLITE_	RT
METABOLITE_	RTL
METABOLITE_	RTZ
METABOLITE_	RU
METABOLITE_	RUB
METABOLITE_	RUT
METABOLITE_	RUU
METABOLITE_	RWF
METABOLITE_	RZM
METABOLITE_	S
METABOLITE_	S12
METABOLITE_	S1P
METABOLITE_	S2D
METABOLITE_	S2G
METABOLITE_	S4M
METABOLITE_	S58
METABOLITE_	S5H
METABOLITE_	S6G
METABOLITE_	S6P
METABOLITE_	S7M
METABOLITE_	S9T
METABOLITE_	SAA
METABOLITE_	SAC
METABOLITE_	SAH
METABOLITE_	SAI
METABOLITE_	SAJ
METABOLITE_	SAK
METABOLITE_	SAL
METABOLITE_	SAM
METABOLITE_	SAO
METABOLITE_	SAP
METABOLITE_	SAR
METABOLITE_	SAU
METABOLITE_	SBT
METABOLITE_	SC2
METABOLITE_	SCA
METABOLITE_	SCD
METABOLITE_	SCH
METABOLITE_	SCN
METABOLITE_	SCO
METABOLITE_	SCR
METABOLITE_	SCS
METABOLITE_	SCU
METABOLITE_	SD3
METABOLITE_	SD4
METABOLITE_	SDD
METABOLITE_	SDP
METABOLITE_	SDS
METABOLITE_	SE
METABOLITE_	SE2
METABOLITE_	SEA
METABOLITE_	SEC
METABOLITE_	SEG
METABOLITE_	SEP
METABOLITE_	SER
METABOLITE_	SF6
METABOLITE_	SF9
METABOLITE_	SFC
METABOLITE_	SFI
METABOLITE_	SFK
METABOLITE_	SFO
METABOLITE_	SFT
METABOLITE_	SFX
METABOLITE_	SGF
METABOLITE_	SGS
METABOLITE_	SGT
METABOLITE_	SH5
METABOLITE_	SHB
METABOLITE_	SHD
METABOLITE_	SHF
METABOLITE_	SHM
METABOLITE_	SHO
METABOLITE_	SHR
METABOLITE_	SHU
METABOLITE_	SHV
METABOLITE_	SI2
METABOLITE_	SIA
METABOLITE_	SIM
METABOLITE_	SIN
METABOLITE_	SIO
METABOLITE_	SIZ
METABOLITE_	SKD
METABOLITE_	SKM
METABOLITE_	SKT
METABOLITE_	SL0
METABOLITE_	SLB
METABOLITE_	SLF
METABOLITE_	SLM
METABOLITE_	SLO
METABOLITE_	SLT
METABOLITE_	SLX
METABOLITE_	SLZ
METABOLITE_	SMB
METABOLITE_	SME
METABOLITE_	SMM
METABOLITE_	SMN
METABOLITE_	SMP
METABOLITE_	SN0
METABOLITE_	SN1
METABOLITE_	SND
METABOLITE_	SNE
METABOLITE_	SNP
METABOLITE_	SNR
METABOLITE_	SNY
METABOLITE_	SO1
METABOLITE_	SO3
METABOLITE_	SO4
METABOLITE_	SOE
METABOLITE_	SOH
METABOLITE_	SOL
METABOLITE_	SOP
METABOLITE_	SOR
METABOLITE_	SP5
METABOLITE_	SP7
METABOLITE_	SPD
METABOLITE_	SPE
METABOLITE_	SPF
METABOLITE_	SPH
METABOLITE_	SPJ
METABOLITE_	SPK
METABOLITE_	SPL
METABOLITE_	SPM
METABOLITE_	SPP
METABOLITE_	SPU
METABOLITE_	SPV
METABOLITE_	SPW
METABOLITE_	SPZ
METABOLITE_	SQD
METABOLITE_	SQL
METABOLITE_	SQS
METABOLITE_	SQU
METABOLITE_	SQX
METABOLITE_	SR0
METABOLITE_	SR1
METABOLITE_	SRO
METABOLITE_	SRP
METABOLITE_	SRR
METABOLITE_	SRT
METABOLITE_	SS1
METABOLITE_	SS2
METABOLITE_	SSH
METABOLITE_	SSN
METABOLITE_	SSP
METABOLITE_	SSS
METABOLITE_	SST
METABOLITE_	SSV
METABOLITE_	ST9
METABOLITE_	STE
METABOLITE_	STG
METABOLITE_	STI
METABOLITE_	STL
METABOLITE_	STR
METABOLITE_	STW
METABOLITE_	SU8
METABOLITE_	SUC
METABOLITE_	SUD
METABOLITE_	SUH
METABOLITE_	SUL
METABOLITE_	SUM
METABOLITE_	SUO
METABOLITE_	SUP
METABOLITE_	SUZ
METABOLITE_	SVC
METABOLITE_	SVY
METABOLITE_	SWE
METABOLITE_	SWF
METABOLITE_	SXX
METABOLITE_	SYM
METABOLITE_	SZ1
METABOLITE_	SZ3
METABOLITE_	T
METABOLITE_	T0R
METABOLITE_	T1G
METABOLITE_	T24
METABOLITE_	T25
METABOLITE_	T3
METABOLITE_	T31
METABOLITE_	T33
METABOLITE_	T36
METABOLITE_	T3F
METABOLITE_	T3P
METABOLITE_	T3Q
METABOLITE_	T44
METABOLITE_	T46
METABOLITE_	T55
METABOLITE_	T5X
METABOLITE_	T6C
METABOLITE_	T6P
METABOLITE_	T6T
METABOLITE_	T7M
METABOLITE_	T7X
METABOLITE_	T80
METABOLITE_	T8T
METABOLITE_	T99
METABOLITE_	TA0
METABOLITE_	TA1
METABOLITE_	TA6
METABOLITE_	TA8
METABOLITE_	TAG
METABOLITE_	TAP
METABOLITE_	TAR
METABOLITE_	TAS
METABOLITE_	TAT
METABOLITE_	TAU
METABOLITE_	TAX
METABOLITE_	TB2
METABOLITE_	TBF
METABOLITE_	TBG
METABOLITE_	TBP
METABOLITE_	TBU
METABOLITE_	TC6
METABOLITE_	TC9
METABOLITE_	TCA
METABOLITE_	TCG
METABOLITE_	TCH
METABOLITE_	TCI
METABOLITE_	TCM
METABOLITE_	TCP
METABOLITE_	TCV
METABOLITE_	TCY
METABOLITE_	TD1
METABOLITE_	TD5
METABOLITE_	TD6
METABOLITE_	TD8
METABOLITE_	TD9
METABOLITE_	TDA
METABOLITE_	TDD
METABOLITE_	TDL
METABOLITE_	TDO
METABOLITE_	TDP
METABOLITE_	TDR
METABOLITE_	TDW
METABOLITE_	TDX
METABOLITE_	TEA
METABOLITE_	TEN
METABOLITE_	TEP
METABOLITE_	TER
METABOLITE_	TES
METABOLITE_	TET
METABOLITE_	TEU
METABOLITE_	TF0
METABOLITE_	TF4
METABOLITE_	TFA
METABOLITE_	TG6
METABOLITE_	TGC
METABOLITE_	TGD
METABOLITE_	TGF
METABOLITE_	TGJ
METABOLITE_	TGK
METABOLITE_	TGL
METABOLITE_	TGR
METABOLITE_	TGS
METABOLITE_	TGU
METABOLITE_	TGY
METABOLITE_	TH2
METABOLITE_	TH3
METABOLITE_	TH6
METABOLITE_	THB
METABOLITE_	THC
METABOLITE_	THE
METABOLITE_	THG
METABOLITE_	THJ
METABOLITE_	THL
METABOLITE_	THM
METABOLITE_	THP
METABOLITE_	THR
METABOLITE_	THU
METABOLITE_	THV
METABOLITE_	THY
METABOLITE_	TI4
METABOLITE_	TIG
METABOLITE_	TKW
METABOLITE_	TLA
METABOLITE_	TLL
METABOLITE_	TLZ
METABOLITE_	TM9
METABOLITE_	TMA
METABOLITE_	TME
METABOLITE_	TMH
METABOLITE_	TMO
METABOLITE_	TMP
METABOLITE_	TMV
METABOLITE_	TNE
METABOLITE_	TNR
METABOLITE_	TOG
METABOLITE_	TP0
METABOLITE_	TPO
METABOLITE_	TPP
METABOLITE_	TPS
METABOLITE_	TR7
METABOLITE_	TRA
METABOLITE_	TRC
METABOLITE_	TRD
METABOLITE_	TRE
METABOLITE_	TRG
METABOLITE_	TRH
METABOLITE_	TRP
METABOLITE_	TRX
METABOLITE_	TSR
METABOLITE_	TSS
METABOLITE_	TT8
METABOLITE_	TTC
METABOLITE_	TTH
METABOLITE_	TTM
METABOLITE_	TTN
METABOLITE_	TTP
METABOLITE_	TUB
METABOLITE_	TUD
METABOLITE_	TUR
METABOLITE_	TWN
METABOLITE_	TWT
METABOLITE_	TXL
METABOLITE_	TY3
METABOLITE_	TYC
METABOLITE_	TYD
METABOLITE_	TYF
METABOLITE_	TYI
METABOLITE_	TYL
METABOLITE_	TYP
METABOLITE_	TYR
METABOLITE_	TYV
METABOLITE_	TZL
METABOLITE_	U
METABOLITE_	U01
METABOLITE_	U03
METABOLITE_	U10
METABOLITE_	U20
METABOLITE_	U21
METABOLITE_	U22
METABOLITE_	U25
METABOLITE_	U2F
METABOLITE_	U2G
METABOLITE_	U2L
METABOLITE_	U2N
METABOLITE_	U2P
METABOLITE_	U31
METABOLITE_	U36
METABOLITE_	U37
METABOLITE_	U3P
METABOLITE_	U5P
METABOLITE_	UA3
METABOLITE_	UAD
METABOLITE_	UAG
METABOLITE_	UAR
METABOLITE_	UBB
METABOLITE_	UBD
METABOLITE_	UCA
METABOLITE_	UCC
METABOLITE_	UCD
METABOLITE_	UCG
METABOLITE_	UCL
METABOLITE_	UD1
METABOLITE_	UD2
METABOLITE_	UD4
METABOLITE_	UD6
METABOLITE_	UD7
METABOLITE_	UDA
METABOLITE_	UDC
METABOLITE_	UDG
METABOLITE_	UDH
METABOLITE_	UDP
METABOLITE_	UDX
METABOLITE_	UDZ
METABOLITE_	UEG
METABOLITE_	UFG
METABOLITE_	UFM
METABOLITE_	UFR
METABOLITE_	UGA
METABOLITE_	UGB
METABOLITE_	UGC
METABOLITE_	ULI
METABOLITE_	UM3
METABOLITE_	UMA
METABOLITE_	UMP
METABOLITE_	UMQ
METABOLITE_	UMX
METABOLITE_	UN1
METABOLITE_	UN2
METABOLITE_	UNA
METABOLITE_	UND
METABOLITE_	UNK
METABOLITE_	UNU
METABOLITE_	UOC
METABOLITE_	UOQ
METABOLITE_	UP1
METABOLITE_	UP2
METABOLITE_	UPF
METABOLITE_	UPG
METABOLITE_	UPL
METABOLITE_	UPM
METABOLITE_	UPN
METABOLITE_	UPU
METABOLITE_	UQ
METABOLITE_	UQ1
METABOLITE_	UQ2
METABOLITE_	UQ5
METABOLITE_	UQ6
METABOLITE_	UQ7
METABOLITE_	UQ8
METABOLITE_	UQ9
METABOLITE_	UR3
METABOLITE_	URA
METABOLITE_	URC
METABOLITE_	URE
METABOLITE_	URF
METABOLITE_	URI
METABOLITE_	URO
METABOLITE_	URP
METABOLITE_	URQ
METABOLITE_	URX
METABOLITE_	UTP
METABOLITE_	UU3
METABOLITE_	UU5
METABOLITE_	UVW
METABOLITE_	UZ9
METABOLITE_	V2H
METABOLITE_	V4E
METABOLITE_	V55
METABOLITE_	VA
METABOLITE_	VAD
METABOLITE_	VAH
METABOLITE_	VAL
METABOLITE_	VAU
METABOLITE_	VCA
METABOLITE_	VD2
METABOLITE_	VD3
METABOLITE_	VDX
METABOLITE_	VDY
METABOLITE_	VES
METABOLITE_	VGJ
METABOLITE_	VGL
METABOLITE_	VGX
METABOLITE_	VHH
METABOLITE_	VIA
METABOLITE_	VIT
METABOLITE_	VIV
METABOLITE_	VJJ
METABOLITE_	VK3
METABOLITE_	VLB
METABOLITE_	VNJ
METABOLITE_	VNL
METABOLITE_	VOR
METABOLITE_	VPM
METABOLITE_	VTB
METABOLITE_	VTP
METABOLITE_	VTQ
METABOLITE_	VVA
METABOLITE_	W9T
METABOLITE_	WA2
METABOLITE_	WAQ
METABOLITE_	WCA
METABOLITE_	WHW
METABOLITE_	WM2
METABOLITE_	WOC
METABOLITE_	WOO
METABOLITE_	WOT
