# Groupings of all ligands that may be found in the BioLiP structural database
# The 4 nucleic acids entries ("NUCACID_") include: NUCDNA, NUCDNAB, NUCRNA, NUCRNAB
# The 2 DNA entries ("DNA_") include: NUCDNA, NUCDNAB
# The 2 RNA entries ("RNA_") include: NUCRNA, NUCRNAB
# All 204 ion entries ("ION_") were extracted from wwPDB's Chemical Component Dictionary (http://www.wwpdb.org/data/ccd),
# All 8428 drug entries ("DRUGLIKE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to drug SMILES strings obtained from DrugBank (https://www.drugbank.ca/releases/latest)
# All 4070 metabolite entries ("METABOLITE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to *endogenous metabolite* SMILES strings from the Human Metabolome Database
#  (http://www.hmdb.ca/system/downloads/current/hmdb_metabolites.zip)
# LAST UPDATED: September 26, 2018
#group_name	original_ligand_mmCIF_identifier
DRUGLIKE_	JO3
DRUGLIKE_	JOS
DRUGLIKE_	JOZ
DRUGLIKE_	JPC
DRUGLIKE_	JPP
DRUGLIKE_	JPR
DRUGLIKE_	JS4
DRUGLIKE_	JS5
DRUGLIKE_	JST
DRUGLIKE_	JT5
DRUGLIKE_	JT6
DRUGLIKE_	JTP
DRUGLIKE_	JTZ
DRUGLIKE_	JW5
DRUGLIKE_	JZ0
DRUGLIKE_	JZ3
DRUGLIKE_	JZ8
DRUGLIKE_	JZR
DRUGLIKE_	JZW
DRUGLIKE_	K
DRUGLIKE_	K00
DRUGLIKE_	K01
DRUGLIKE_	K02
DRUGLIKE_	K03
DRUGLIKE_	K05
DRUGLIKE_	K10
DRUGLIKE_	K13
DRUGLIKE_	K14
DRUGLIKE_	K15
DRUGLIKE_	K21
DRUGLIKE_	K25
DRUGLIKE_	K2A
DRUGLIKE_	K2B
DRUGLIKE_	K2C
DRUGLIKE_	K2D
DRUGLIKE_	K30
DRUGLIKE_	K35
DRUGLIKE_	K37
DRUGLIKE_	K44
DRUGLIKE_	K51
DRUGLIKE_	K55
DRUGLIKE_	K5L
DRUGLIKE_	K7I
DRUGLIKE_	K7V
DRUGLIKE_	K86
DRUGLIKE_	K88
DRUGLIKE_	KAB
DRUGLIKE_	KAG
DRUGLIKE_	KAH
DRUGLIKE_	KAM
DRUGLIKE_	KAN
DRUGLIKE_	KAP
DRUGLIKE_	KAR
DRUGLIKE_	KBE
DRUGLIKE_	KBG
DRUGLIKE_	KBI
DRUGLIKE_	KBR
DRUGLIKE_	KCP
DRUGLIKE_	KCX
DRUGLIKE_	KCY
DRUGLIKE_	KD0
DRUGLIKE_	KDG
DRUGLIKE_	KDH
DRUGLIKE_	KDM
DRUGLIKE_	KDN
DRUGLIKE_	KDO
DRUGLIKE_	KDP
DRUGLIKE_	KEL
DRUGLIKE_	KEN
DRUGLIKE_	KGM
DRUGLIKE_	KGN
DRUGLIKE_	KGR
DRUGLIKE_	KGT
DRUGLIKE_	KH1
DRUGLIKE_	KH2
DRUGLIKE_	KH3
DRUGLIKE_	KHO
DRUGLIKE_	KHP
DRUGLIKE_	KI2
DRUGLIKE_	KIF
DRUGLIKE_	KIM
DRUGLIKE_	KIN
DRUGLIKE_	KIQ
DRUGLIKE_	KIV
DRUGLIKE_	KJ2
DRUGLIKE_	KJQ
DRUGLIKE_	KKA
DRUGLIKE_	KKJ
DRUGLIKE_	KKK
DRUGLIKE_	KLN
DRUGLIKE_	KLT
DRUGLIKE_	KMB
DRUGLIKE_	KMP
DRUGLIKE_	KMT
DRUGLIKE_	KN1
DRUGLIKE_	KN2
DRUGLIKE_	KN3
DRUGLIKE_	KNA
DRUGLIKE_	KNC
DRUGLIKE_	KNN
DRUGLIKE_	KO1
DRUGLIKE_	KOJ
DRUGLIKE_	KOM
DRUGLIKE_	KOS
DRUGLIKE_	KOV
DRUGLIKE_	KP1
DRUGLIKE_	KPC
DRUGLIKE_	KPG
DRUGLIKE_	KPH
DRUGLIKE_	KPL
DRUGLIKE_	KPM
DRUGLIKE_	KPT
DRUGLIKE_	KPV
DRUGLIKE_	KR2
DRUGLIKE_	KRI
DRUGLIKE_	KRW
DRUGLIKE_	KS1
DRUGLIKE_	KS4
DRUGLIKE_	KS5
DRUGLIKE_	KSA
DRUGLIKE_	KSF
DRUGLIKE_	KSL
DRUGLIKE_	KSM
DRUGLIKE_	KTA
DRUGLIKE_	KTC
DRUGLIKE_	KTN
DRUGLIKE_	KTP
DRUGLIKE_	KTR
DRUGLIKE_	KTS
DRUGLIKE_	KU8
DRUGLIKE_	KWT
DRUGLIKE_	KX2
DRUGLIKE_	KXN
DRUGLIKE_	KY1
DRUGLIKE_	KYN
DRUGLIKE_	L02
DRUGLIKE_	L03
DRUGLIKE_	L05
DRUGLIKE_	L08
DRUGLIKE_	L09
DRUGLIKE_	L0B
DRUGLIKE_	L0D
DRUGLIKE_	L0F
DRUGLIKE_	L0G
DRUGLIKE_	L0H
DRUGLIKE_	L0I
DRUGLIKE_	L10
DRUGLIKE_	L11
DRUGLIKE_	L12
DRUGLIKE_	L13
DRUGLIKE_	L14
DRUGLIKE_	L15
DRUGLIKE_	L17
DRUGLIKE_	L18
DRUGLIKE_	L1B
DRUGLIKE_	L1L
DRUGLIKE_	L1P
DRUGLIKE_	L1R
DRUGLIKE_	L1X
DRUGLIKE_	L20
DRUGLIKE_	L21
DRUGLIKE_	L22
DRUGLIKE_	L23
DRUGLIKE_	L24
DRUGLIKE_	L2C
DRUGLIKE_	L2P
DRUGLIKE_	L35
DRUGLIKE_	L3P
DRUGLIKE_	L41
DRUGLIKE_	L44
DRUGLIKE_	L47
DRUGLIKE_	L4P
DRUGLIKE_	L59
DRUGLIKE_	L5G
DRUGLIKE_	L5T
DRUGLIKE_	L6S
DRUGLIKE_	L8P
DRUGLIKE_	L9Q
DRUGLIKE_	L9R
DRUGLIKE_	LA4
DRUGLIKE_	LA8
DRUGLIKE_	LAB
DRUGLIKE_	LAC
DRUGLIKE_	LAD
DRUGLIKE_	LAE
DRUGLIKE_	LAF
DRUGLIKE_	LAI
DRUGLIKE_	LAK
DRUGLIKE_	LAL
DRUGLIKE_	LAM
DRUGLIKE_	LAN
DRUGLIKE_	LAO
DRUGLIKE_	LAP
DRUGLIKE_	LAR
DRUGLIKE_	LAT
DRUGLIKE_	LAU
DRUGLIKE_	LAX
DRUGLIKE_	LAZ
DRUGLIKE_	LB2
DRUGLIKE_	LBS
DRUGLIKE_	LBT
DRUGLIKE_	LBV
DRUGLIKE_	LBW
DRUGLIKE_	LC
DRUGLIKE_	LC1
DRUGLIKE_	LCA
DRUGLIKE_	LCF
DRUGLIKE_	LCG
DRUGLIKE_	LCL
DRUGLIKE_	LCO
DRUGLIKE_	LCP
DRUGLIKE_	LCR
DRUGLIKE_	LCX
DRUGLIKE_	LCY
DRUGLIKE_	LDA
DRUGLIKE_	LDC
DRUGLIKE_	LDH
DRUGLIKE_	LDM
DRUGLIKE_	LDO
DRUGLIKE_	LDP
DRUGLIKE_	LDR
DRUGLIKE_	LDT
DRUGLIKE_	LDU
DRUGLIKE_	LDY
DRUGLIKE_	LDZ
DRUGLIKE_	LE1
DRUGLIKE_	LEA
DRUGLIKE_	LED
DRUGLIKE_	LEF
DRUGLIKE_	LEG
DRUGLIKE_	LEH
DRUGLIKE_	LEI
DRUGLIKE_	LEN
DRUGLIKE_	LEO
DRUGLIKE_	LEU
DRUGLIKE_	LFC
DRUGLIKE_	LFN
DRUGLIKE_	LFR
DRUGLIKE_	LFX
DRUGLIKE_	LG
DRUGLIKE_	LG2
DRUGLIKE_	LG6
DRUGLIKE_	LG7
DRUGLIKE_	LG9
DRUGLIKE_	LGB
DRUGLIKE_	LGC
DRUGLIKE_	LGD
DRUGLIKE_	LGS
DRUGLIKE_	LGT
DRUGLIKE_	LGU
DRUGLIKE_	LGZ
DRUGLIKE_	LHG
DRUGLIKE_	LHP
DRUGLIKE_	LHU
DRUGLIKE_	LHY
DRUGLIKE_	LI
DRUGLIKE_	LI1
DRUGLIKE_	LI2
DRUGLIKE_	LI3
DRUGLIKE_	LI4
DRUGLIKE_	LI6
DRUGLIKE_	LI7
DRUGLIKE_	LIA
DRUGLIKE_	LIB
DRUGLIKE_	LID
DRUGLIKE_	LIE
DRUGLIKE_	LIG
DRUGLIKE_	LIH
DRUGLIKE_	LII
DRUGLIKE_	LIL
DRUGLIKE_	LIM
DRUGLIKE_	LIN
DRUGLIKE_	LIO
DRUGLIKE_	LIP
DRUGLIKE_	LIS
DRUGLIKE_	LIT
DRUGLIKE_	LIV
DRUGLIKE_	LIY
DRUGLIKE_	LJ1
DRUGLIKE_	LJ2
DRUGLIKE_	LJ3
DRUGLIKE_	LJ4
DRUGLIKE_	LJ5
DRUGLIKE_	LK1
DRUGLIKE_	LK2
DRUGLIKE_	LK3
DRUGLIKE_	LK4
DRUGLIKE_	LK5
DRUGLIKE_	LK7
DRUGLIKE_	LKA
DRUGLIKE_	LKG
DRUGLIKE_	LKM
DRUGLIKE_	LL1
DRUGLIKE_	LL2
DRUGLIKE_	LLA
DRUGLIKE_	LLB
DRUGLIKE_	LLC
DRUGLIKE_	LLG
DRUGLIKE_	LLH
DRUGLIKE_	LLL
DRUGLIKE_	LLP
DRUGLIKE_	LLT
DRUGLIKE_	LLY
DRUGLIKE_	LM8
DRUGLIKE_	LMD
DRUGLIKE_	LME
DRUGLIKE_	LMG
DRUGLIKE_	LMN
DRUGLIKE_	LMQ
DRUGLIKE_	LMR
DRUGLIKE_	LMS
DRUGLIKE_	LMT
DRUGLIKE_	LMU
DRUGLIKE_	LN1
DRUGLIKE_	LN5
DRUGLIKE_	LN6
DRUGLIKE_	LNL
DRUGLIKE_	LNO
DRUGLIKE_	LNQ
DRUGLIKE_	LNR
DRUGLIKE_	LO1
DRUGLIKE_	LOA
DRUGLIKE_	LOB
DRUGLIKE_	LOC
DRUGLIKE_	LOF
DRUGLIKE_	LOI
DRUGLIKE_	LON
DRUGLIKE_	LOP
DRUGLIKE_	LOV
DRUGLIKE_	LOX
DRUGLIKE_	LP1
DRUGLIKE_	LP2
DRUGLIKE_	LP3
DRUGLIKE_	LPA
DRUGLIKE_	LPB
DRUGLIKE_	LPC
DRUGLIKE_	LPE
DRUGLIKE_	LPF
DRUGLIKE_	LPG
DRUGLIKE_	LPK
DRUGLIKE_	LPL
DRUGLIKE_	LPM
DRUGLIKE_	LPP
DRUGLIKE_	LPR
DRUGLIKE_	LPS
DRUGLIKE_	LPX
DRUGLIKE_	LPY
DRUGLIKE_	LQQ
DRUGLIKE_	LQZ
DRUGLIKE_	LRB
DRUGLIKE_	LRG
DRUGLIKE_	LRH
DRUGLIKE_	LS1
DRUGLIKE_	LS2
DRUGLIKE_	LS3
DRUGLIKE_	LS4
DRUGLIKE_	LS5
DRUGLIKE_	LSA
DRUGLIKE_	LSC
DRUGLIKE_	LSN
DRUGLIKE_	LSP
DRUGLIKE_	LSR
DRUGLIKE_	LT2
DRUGLIKE_	LT3
DRUGLIKE_	LT4
DRUGLIKE_	LT5
DRUGLIKE_	LTB
DRUGLIKE_	LTD
DRUGLIKE_	LTG
DRUGLIKE_	LTH
DRUGLIKE_	LTL
DRUGLIKE_	LTN
DRUGLIKE_	LTP
DRUGLIKE_	LTR
DRUGLIKE_	LTX
DRUGLIKE_	LU
DRUGLIKE_	LU2
DRUGLIKE_	LUG
DRUGLIKE_	LUM
DRUGLIKE_	LUR
DRUGLIKE_	LUT
DRUGLIKE_	LVA
DRUGLIKE_	LVG
DRUGLIKE_	LVN
DRUGLIKE_	LVY
DRUGLIKE_	LVZ
DRUGLIKE_	LWJ
DRUGLIKE_	LX1
DRUGLIKE_	LX8
DRUGLIKE_	LXB
DRUGLIKE_	LXC
DRUGLIKE_	LXP
DRUGLIKE_	LXZ
DRUGLIKE_	LY0
DRUGLIKE_	LY1
DRUGLIKE_	LY2
DRUGLIKE_	LY9
DRUGLIKE_	LYA
DRUGLIKE_	LYC
DRUGLIKE_	LYD
DRUGLIKE_	LYL
DRUGLIKE_	LYN
DRUGLIKE_	LYO
DRUGLIKE_	LYS
DRUGLIKE_	LYT
DRUGLIKE_	LYW
DRUGLIKE_	LYX
DRUGLIKE_	LYZ
DRUGLIKE_	LZ2
DRUGLIKE_	LZ3
DRUGLIKE_	LZ4
DRUGLIKE_	LZ5
DRUGLIKE_	LZ7
DRUGLIKE_	LZ8
DRUGLIKE_	LZ9
DRUGLIKE_	LZB
DRUGLIKE_	LZC
DRUGLIKE_	LZD
DRUGLIKE_	LZE
DRUGLIKE_	LZF
DRUGLIKE_	LZG
DRUGLIKE_	LZH
DRUGLIKE_	LZI
DRUGLIKE_	LZJ
DRUGLIKE_	LZK
DRUGLIKE_	LZL
DRUGLIKE_	LZQ
DRUGLIKE_	LZU
DRUGLIKE_	LZZ
DRUGLIKE_	M03
DRUGLIKE_	M04
DRUGLIKE_	M05
DRUGLIKE_	M07
DRUGLIKE_	M08
DRUGLIKE_	M0N
DRUGLIKE_	M12
DRUGLIKE_	M13
DRUGLIKE_	M18
DRUGLIKE_	M1A
DRUGLIKE_	M1C
DRUGLIKE_	M1N
DRUGLIKE_	M1P
DRUGLIKE_	M1S
DRUGLIKE_	M1V
DRUGLIKE_	M1Y
DRUGLIKE_	M21
DRUGLIKE_	M22
DRUGLIKE_	M25
DRUGLIKE_	M28
DRUGLIKE_	M29
DRUGLIKE_	M2A
DRUGLIKE_	M2C
DRUGLIKE_	M2F
DRUGLIKE_	M2G
DRUGLIKE_	M2M
DRUGLIKE_	M2P
DRUGLIKE_	M2S
DRUGLIKE_	M2T
DRUGLIKE_	M30
DRUGLIKE_	M33
DRUGLIKE_	M38
DRUGLIKE_	M3C
DRUGLIKE_	M3L
DRUGLIKE_	M3M
DRUGLIKE_	M3S
DRUGLIKE_	M4C
DRUGLIKE_	M51
DRUGLIKE_	M5P
DRUGLIKE_	M5T
DRUGLIKE_	M6D
DRUGLIKE_	M6P
DRUGLIKE_	M6R
DRUGLIKE_	M6T
DRUGLIKE_	M77
DRUGLIKE_	M7B
DRUGLIKE_	M7P
DRUGLIKE_	M7U
DRUGLIKE_	M8C
DRUGLIKE_	M8E
DRUGLIKE_	MA1
DRUGLIKE_	MA2
DRUGLIKE_	MA3
DRUGLIKE_	MA4
DRUGLIKE_	MA5
DRUGLIKE_	MA6
DRUGLIKE_	MA7
DRUGLIKE_	MA9
DRUGLIKE_	MAA
DRUGLIKE_	MAB
DRUGLIKE_	MAC
DRUGLIKE_	MAD
DRUGLIKE_	MAE
DRUGLIKE_	MAF
DRUGLIKE_	MAG
DRUGLIKE_	MAH
DRUGLIKE_	MAJ
DRUGLIKE_	MAK
DRUGLIKE_	MAL
DRUGLIKE_	MAM
DRUGLIKE_	MAN
DRUGLIKE_	MAP
DRUGLIKE_	MAQ
DRUGLIKE_	MAR
DRUGLIKE_	MAV
DRUGLIKE_	MAW
DRUGLIKE_	MAX
DRUGLIKE_	MAY
DRUGLIKE_	MB0
DRUGLIKE_	MB3
DRUGLIKE_	MB9
DRUGLIKE_	MBA
DRUGLIKE_	MBB
DRUGLIKE_	MBD
DRUGLIKE_	MBE
DRUGLIKE_	MBF
DRUGLIKE_	MBG
DRUGLIKE_	MBN
DRUGLIKE_	MBO
DRUGLIKE_	MBP
DRUGLIKE_	MBQ
DRUGLIKE_	MBR
DRUGLIKE_	MBS
DRUGLIKE_	MBT
DRUGLIKE_	MBV
DRUGLIKE_	MC3
DRUGLIKE_	MC5
DRUGLIKE_	MC9
DRUGLIKE_	MCA
DRUGLIKE_	MCD
DRUGLIKE_	MCE
DRUGLIKE_	MCG
DRUGLIKE_	MCI
DRUGLIKE_	MCM
DRUGLIKE_	MCO
DRUGLIKE_	MCP
DRUGLIKE_	MCS
DRUGLIKE_	MCT
DRUGLIKE_	MCU
DRUGLIKE_	MCY
DRUGLIKE_	MCZ
DRUGLIKE_	MD0
DRUGLIKE_	MD2
DRUGLIKE_	MD7
DRUGLIKE_	MDA
DRUGLIKE_	MDC
DRUGLIKE_	MDD
DRUGLIKE_	MDF
DRUGLIKE_	MDH
DRUGLIKE_	MDM
DRUGLIKE_	MDN
DRUGLIKE_	MDQ
DRUGLIKE_	MDR
DRUGLIKE_	MDU
DRUGLIKE_	MDW
DRUGLIKE_	MDX
DRUGLIKE_	MDY
DRUGLIKE_	ME1
DRUGLIKE_	ME2
DRUGLIKE_	ME5
DRUGLIKE_	ME6
DRUGLIKE_	MEC
DRUGLIKE_	MED
DRUGLIKE_	MEF
DRUGLIKE_	MEG
DRUGLIKE_	MEI
DRUGLIKE_	MEM
DRUGLIKE_	MEP
DRUGLIKE_	MEQ
DRUGLIKE_	MES
DRUGLIKE_	MET
DRUGLIKE_	MEV
DRUGLIKE_	MEZ
DRUGLIKE_	MF2
DRUGLIKE_	MF3
DRUGLIKE_	MF8
DRUGLIKE_	MFA
DRUGLIKE_	MFB
DRUGLIKE_	MFC
DRUGLIKE_	MFD
DRUGLIKE_	MFG
DRUGLIKE_	MFK
DRUGLIKE_	MFM
DRUGLIKE_	MFR
DRUGLIKE_	MFT
DRUGLIKE_	MFU
DRUGLIKE_	MFW
DRUGLIKE_	MFX
DRUGLIKE_	MG
DRUGLIKE_	MG1
DRUGLIKE_	MG7
DRUGLIKE_	MG8
DRUGLIKE_	MGA
DRUGLIKE_	MGB
DRUGLIKE_	MGC
DRUGLIKE_	MGD
DRUGLIKE_	MGE
DRUGLIKE_	MGG
DRUGLIKE_	MGI
DRUGLIKE_	MGL
DRUGLIKE_	MGM
DRUGLIKE_	MGN
DRUGLIKE_	MGP
DRUGLIKE_	MGR
DRUGLIKE_	MGY
DRUGLIKE_	MH1
DRUGLIKE_	MHA
DRUGLIKE_	MHB
DRUGLIKE_	MHC
DRUGLIKE_	MHF
DRUGLIKE_	MHH
DRUGLIKE_	MHM
DRUGLIKE_	MHN
DRUGLIKE_	MHO
DRUGLIKE_	MHR
DRUGLIKE_	MHZ
DRUGLIKE_	MI1
DRUGLIKE_	MI2
DRUGLIKE_	MI4
DRUGLIKE_	MIA
DRUGLIKE_	MIB
DRUGLIKE_	MIC
DRUGLIKE_	MIG
DRUGLIKE_	MII
DRUGLIKE_	MIL
DRUGLIKE_	MIP
DRUGLIKE_	MIR
DRUGLIKE_	MIS
DRUGLIKE_	MIT
DRUGLIKE_	MIX
DRUGLIKE_	MIY
DRUGLIKE_	MJI
DRUGLIKE_	MJZ
DRUGLIKE_	MK0
DRUGLIKE_	MK1
DRUGLIKE_	MK8
DRUGLIKE_	MKC
DRUGLIKE_	MKD
DRUGLIKE_	ML1
DRUGLIKE_	ML2
DRUGLIKE_	MLA
DRUGLIKE_	MLB
DRUGLIKE_	MLC
DRUGLIKE_	MLD
DRUGLIKE_	MLE
DRUGLIKE_	MLG
DRUGLIKE_	MLI
DRUGLIKE_	MLM
DRUGLIKE_	MLN
DRUGLIKE_	MLP
DRUGLIKE_	MLR
DRUGLIKE_	MLT
DRUGLIKE_	MLU
DRUGLIKE_	MLY
DRUGLIKE_	MLZ
DRUGLIKE_	MM3
DRUGLIKE_	MMA
DRUGLIKE_	MMD
DRUGLIKE_	MMF
DRUGLIKE_	MMG
DRUGLIKE_	MMN
DRUGLIKE_	MMO
DRUGLIKE_	MMQ
DRUGLIKE_	MMR
DRUGLIKE_	MMS
DRUGLIKE_	MMZ
DRUGLIKE_	MN
DRUGLIKE_	MN0
DRUGLIKE_	MN2
DRUGLIKE_	MN3
DRUGLIKE_	MN8
DRUGLIKE_	MN9
DRUGLIKE_	MNA
DRUGLIKE_	MNB
DRUGLIKE_	MNC
DRUGLIKE_	MNN
DRUGLIKE_	MNP
DRUGLIKE_	MNS
DRUGLIKE_	MNT
DRUGLIKE_	MNX
DRUGLIKE_	MNY
DRUGLIKE_	MO
DRUGLIKE_	MO8
DRUGLIKE_	MO9
DRUGLIKE_	MOA
DRUGLIKE_	MOB
DRUGLIKE_	MOE
DRUGLIKE_	MOG
DRUGLIKE_	MOI
DRUGLIKE_	MOJ
DRUGLIKE_	MOL
DRUGLIKE_	MON
DRUGLIKE_	MOP
DRUGLIKE_	MOS
DRUGLIKE_	MOT
DRUGLIKE_	MOX
DRUGLIKE_	MOY
DRUGLIKE_	MP2
DRUGLIKE_	MP3
DRUGLIKE_	MP4
DRUGLIKE_	MP8
DRUGLIKE_	MPA
DRUGLIKE_	MPB
DRUGLIKE_	MPC
DRUGLIKE_	MPD
DRUGLIKE_	MPE
DRUGLIKE_	MPG
DRUGLIKE_	MPH
DRUGLIKE_	MPJ
DRUGLIKE_	MPL
DRUGLIKE_	MPO
DRUGLIKE_	MPP
DRUGLIKE_	MPS
DRUGLIKE_	MPU
DRUGLIKE_	MPX
DRUGLIKE_	MPZ
DRUGLIKE_	MQ0
DRUGLIKE_	MQ1
DRUGLIKE_	MQ7
DRUGLIKE_	MQ8
DRUGLIKE_	MQ9
DRUGLIKE_	MQA
DRUGLIKE_	MQD
DRUGLIKE_	MQE
DRUGLIKE_	MQR
DRUGLIKE_	MQS
DRUGLIKE_	MQU
DRUGLIKE_	MR2
DRUGLIKE_	MR4
DRUGLIKE_	MR5
DRUGLIKE_	MR6
DRUGLIKE_	MR8
DRUGLIKE_	MRA
DRUGLIKE_	MRC
DRUGLIKE_	MRD
DRUGLIKE_	MRE
DRUGLIKE_	MRI
DRUGLIKE_	MRK
DRUGLIKE_	MRP
DRUGLIKE_	MRR
DRUGLIKE_	MRS
DRUGLIKE_	MRX
DRUGLIKE_	MRY
DRUGLIKE_	MSB
DRUGLIKE_	MSD
DRUGLIKE_	MSE
DRUGLIKE_	MSF
DRUGLIKE_	MSI
DRUGLIKE_	MSL
DRUGLIKE_	MSO
DRUGLIKE_	MSQ
DRUGLIKE_	MSR
DRUGLIKE_	MSS
DRUGLIKE_	MST
DRUGLIKE_	MT1
DRUGLIKE_	MT2
DRUGLIKE_	MTA
DRUGLIKE_	MTB
DRUGLIKE_	MTD
DRUGLIKE_	MTG
DRUGLIKE_	MTH
DRUGLIKE_	MTK
DRUGLIKE_	MTL
DRUGLIKE_	MTM
DRUGLIKE_	MTN
DRUGLIKE_	MTP
DRUGLIKE_	MTS
DRUGLIKE_	MTT
DRUGLIKE_	MTU
DRUGLIKE_	MTW
DRUGLIKE_	MTX
DRUGLIKE_	MTY
DRUGLIKE_	MUA
DRUGLIKE_	MUB
DRUGLIKE_	MUF
DRUGLIKE_	MUG
DRUGLIKE_	MUH
DRUGLIKE_	MUP
DRUGLIKE_	MUV
DRUGLIKE_	MUW
DRUGLIKE_	MV2
DRUGLIKE_	MVB
DRUGLIKE_	MVC
DRUGLIKE_	MVD
DRUGLIKE_	MVL
DRUGLIKE_	MX1
DRUGLIKE_	MX7
DRUGLIKE_	MXA
DRUGLIKE_	MXD
DRUGLIKE_	MXE
DRUGLIKE_	MXL
DRUGLIKE_	MXM
DRUGLIKE_	MXN
DRUGLIKE_	MXP
DRUGLIKE_	MXT
DRUGLIKE_	MXX
DRUGLIKE_	MXY
DRUGLIKE_	MXZ
DRUGLIKE_	MY1
DRUGLIKE_	MY3
DRUGLIKE_	MYA
DRUGLIKE_	MYC
DRUGLIKE_	MYE
DRUGLIKE_	MYF
DRUGLIKE_	MYG
DRUGLIKE_	MYQ
DRUGLIKE_	MYR
DRUGLIKE_	MYT
DRUGLIKE_	MYU
DRUGLIKE_	MYX
DRUGLIKE_	MYY
DRUGLIKE_	MYZ
DRUGLIKE_	MZM
DRUGLIKE_	MZP
DRUGLIKE_	MZR
DRUGLIKE_	N
DRUGLIKE_	N01
DRUGLIKE_	N1H
DRUGLIKE_	N1T
DRUGLIKE_	N20
DRUGLIKE_	N22
DRUGLIKE_	N23
DRUGLIKE_	N24
DRUGLIKE_	N26
DRUGLIKE_	N2G
DRUGLIKE_	N2M
DRUGLIKE_	N2O
DRUGLIKE_	N2P
DRUGLIKE_	N2T
DRUGLIKE_	N30
DRUGLIKE_	N33
DRUGLIKE_	N3P
DRUGLIKE_	N3T
DRUGLIKE_	N41
DRUGLIKE_	N4D
DRUGLIKE_	N4E
DRUGLIKE_	N4P
DRUGLIKE_	N4T
DRUGLIKE_	N5A
DRUGLIKE_	N5B
DRUGLIKE_	N5F
DRUGLIKE_	N5I
DRUGLIKE_	N5O
DRUGLIKE_	N5T
DRUGLIKE_	N69
DRUGLIKE_	N6G
DRUGLIKE_	N6L
DRUGLIKE_	N76
DRUGLIKE_	N7I
DRUGLIKE_	N7P
DRUGLIKE_	N81
DRUGLIKE_	N8E
DRUGLIKE_	N8P
DRUGLIKE_	N8V
DRUGLIKE_	N9H
DRUGLIKE_	N9S
DRUGLIKE_	NA
DRUGLIKE_	NA0
DRUGLIKE_	NA1
DRUGLIKE_	NA4
DRUGLIKE_	NA7
DRUGLIKE_	NA8
DRUGLIKE_	NAA
DRUGLIKE_	NAB
DRUGLIKE_	NAC
DRUGLIKE_	NAD
DRUGLIKE_	NAF
DRUGLIKE_	NAG
DRUGLIKE_	NAH
DRUGLIKE_	NAI
DRUGLIKE_	NAJ
DRUGLIKE_	NAK
DRUGLIKE_	NAL
DRUGLIKE_	NAM
DRUGLIKE_	NAN
DRUGLIKE_	NAP
DRUGLIKE_	NAR
DRUGLIKE_	NAS
DRUGLIKE_	NAT
DRUGLIKE_	NAV
DRUGLIKE_	NB1
DRUGLIKE_	NB8
DRUGLIKE_	NBB
DRUGLIKE_	NBC
DRUGLIKE_	NBF
DRUGLIKE_	NBL
DRUGLIKE_	NBN
DRUGLIKE_	NBO
DRUGLIKE_	NBP
DRUGLIKE_	NBQ
DRUGLIKE_	NBS
DRUGLIKE_	NBV
DRUGLIKE_	NC
DRUGLIKE_	NC3
DRUGLIKE_	NC4
DRUGLIKE_	NC6
DRUGLIKE_	NC7
DRUGLIKE_	NCA
DRUGLIKE_	NCB
DRUGLIKE_	NCC
DRUGLIKE_	NCD
DRUGLIKE_	NCF
DRUGLIKE_	NCM
DRUGLIKE_	NCN
DRUGLIKE_	NCP
DRUGLIKE_	NCR
DRUGLIKE_	NCT
DRUGLIKE_	NCW
DRUGLIKE_	NCZ
DRUGLIKE_	ND3
DRUGLIKE_	NDA
DRUGLIKE_	NDD
DRUGLIKE_	NDF
DRUGLIKE_	NDG
DRUGLIKE_	NDH
DRUGLIKE_	NDM
DRUGLIKE_	NDP
DRUGLIKE_	NDR
DRUGLIKE_	NDS
DRUGLIKE_	NDT
DRUGLIKE_	NE2
DRUGLIKE_	NE6
DRUGLIKE_	NE8
DRUGLIKE_	NEA
DRUGLIKE_	NEC
DRUGLIKE_	NED
DRUGLIKE_	NEI
DRUGLIKE_	NEM
DRUGLIKE_	NEN
DRUGLIKE_	NEO
DRUGLIKE_	NEQ
DRUGLIKE_	NER
DRUGLIKE_	NES
DRUGLIKE_	NET
DRUGLIKE_	NEU
DRUGLIKE_	NEV
DRUGLIKE_	NEW
DRUGLIKE_	NEZ
DRUGLIKE_	NF2
DRUGLIKE_	NFA
DRUGLIKE_	NFD
DRUGLIKE_	NFF
DRUGLIKE_	NFG
DRUGLIKE_	NFH
DRUGLIKE_	NFL
DRUGLIKE_	NFN
DRUGLIKE_	NFP
DRUGLIKE_	NFT
DRUGLIKE_	NFX
DRUGLIKE_	NFZ
DRUGLIKE_	NG6
DRUGLIKE_	NGA
DRUGLIKE_	NGC
DRUGLIKE_	NGE
DRUGLIKE_	NGH
DRUGLIKE_	NGK
DRUGLIKE_	NGL
DRUGLIKE_	NGR
DRUGLIKE_	NGS
DRUGLIKE_	NGT
DRUGLIKE_	NGV
DRUGLIKE_	NGY
DRUGLIKE_	NGZ
DRUGLIKE_	NH1
DRUGLIKE_	NHB
DRUGLIKE_	NHE
DRUGLIKE_	NHL
DRUGLIKE_	NHM
DRUGLIKE_	NHQ
DRUGLIKE_	NHR
